Unnamed: 0,topic,term,beta,ratio,label,decision
1,1,business,0.150807247,44.60554076,Business,keep
2,1,entrepreneurs,0.004627995,160.7338245,Business,keep
3,1,small-businesses,0.004054061,67.26768201,Business,keep
4,1,entrepreneurship,0.001514838,83.76290195,Business,keep
5,1,small-business,0.001480054,48.64813692,Business,keep
6,1,entrepreneurial,0.001410486,37.0214828,Business,keep
7,1,sba,0.001097431,292.260095,Business,keep
8,1,small-business-owners,0.000871336,59.04706037,Business,keep
9,2,recession,0.009466643,68.420269,Economy,keep
10,2,unemployment,0.005338389,100.7652844,Economy,keep
11,2,economic-growth,0.00288222,50.04547615,Economy,keep
12,2,stimulus,0.002277625,72.50885578,Economy,keep
13,2,gdp,0.001181795,56.26211844,Economy,keep
14,2,great-depression,0.000870051,37.82327691,Economy,drop
15,2,globalization,0.000832263,56.69816023,Economy,drop
16,2,economic-recovery,0.000822817,31.41606317,Economy,keep
17,2,stimulus-package,0.000643327,48.78042038,Economy,keep
18,2,economic-advisers,0.000624434,33.26649108,Economy,keep
19,2,recessions,0.000548859,36.76516305,Economy,keep
58,4,religious,0.018701273,247.5610083,Religion,keep
59,4,jewish,0.014917827,94.35549871,Religion,keep
60,4,christian,0.013612036,56.87816021,Religion,keep
61,4,god,0.012239281,51.13019057,Religion,keep
62,4,religion,0.009242658,145.5173535,Religion,keep
63,4,jews,0.00800383,375.5380291,Religion,keep
64,4,muslim,0.005676843,253.3667423,Religion,keep
65,4,bible,0.004605425,70.67214492,Religion,keep
66,4,rabbi,0.004052975,896.802105,Religion,keep
67,4,prayer,0.004002752,34.72444577,Religion,keep
68,4,muslims,0.003550748,203.4382824,Religion,keep
69,4,jesus,0.003450302,52.21036401,Religion,keep
70,4,christians,0.002881111,156.169917,Religion,keep
71,4,islam,0.002747184,106.7885232,Religion,keep
72,4,evangelical,0.002579775,148.899483,Religion,keep
74,4,synagogue,0.002228215,127.4035863,Religion,keep
75,4,orthodox,0.002161252,91.3961652,Religion,keep
76,4,secular,0.002077547,89.85180227,Religion,keep
77,4,prayers,0.001926879,84.44054261,Religion,keep
78,4,christianity,0.001792952,194.1355051,Religion,keep
79,4,biblical,0.001592061,47.20829248,Religion,keep
80,4,evangelicals,0.001525097,406.152987,Religion,keep
81,4,judaism,0.001374429,411.5498276,Religion,keep
82,4,mosque,0.001357688,111.3867813,Religion,keep
83,4,hebrew,0.001223761,45.71316143,Religion,keep
84,4,jew,0.001223761,89.85397712,Religion,keep
85,4,jewish-community,0.001123315,68.20765162,Religion,keep
86,4,religious-freedom,0.001123315,90.72050667,Religion,keep
87,4,yiddish,0.00102287,68.17668508,Religion,keep
88,4,rabbis,0.001006129,237.6529175,Religion,keep
89,4,buddhist,0.000972647,41.86756789,Religion,keep
90,4,religions,0.000855461,64.51892989,Religion,keep
91,4,religious-beliefs,0.00083872,56.11280606,Religion,keep
92,4,anti-semitism,0.000755015,55.71306032,Religion,keep
93,4,passover,0.000721533,149.2088549,Religion,keep
96,4,monks,0.000671311,41.93494733,Religion,keep
97,4,faith-based,0.00065457,32.52875696,Religion,keep
98,4,ultra-orthodox,0.000637829,185.0315444,Religion,keep
99,4,spirituality,0.000554124,30.35487072,Religion,keep
100,4,mosques,0.000520642,115.2025835,Religion,keep
101,4,protestants,0.000503901,44.06356921,Religion,keep
103,5,futures,0.011845447,682.9423894,Commodity_Market,keep
105,5,commodity,0.003097282,64.32103254,Commodity_Market,keep
106,5,inventories,0.002881658,146.2884567,Commodity_Market,keep
107,5,new-york-mercantile-exchange,0.001788137,476.2039664,Commodity_Market,keep
108,5,soybean,0.001788137,476.2039664,Commodity_Market,keep
109,5,cocoa,0.001572514,91.08400963,Commodity_Market,keep
110,5,speculators,0.001433898,53.06063096,Commodity_Market,keep
111,5,futures-prices,0.001387693,431.5423141,Commodity_Market,keep
112,5,soybeans,0.001295283,278.2678129,Commodity_Market,keep
113,5,bushel,0.001218274,102.0372284,Commodity_Market,drop
114,5,commodity-markets,0.001156668,99.45743389,Commodity_Market,keep
115,5,price-increases,0.001095061,54.77553156,Commodity_Market,keep
118,5,chicago-mercantile-exchange,0.00072542,210.4414179,Commodity_Market,keep
119,5,bearish,0.000679215,50.12683928,Commodity_Market,keep
120,5,futures-contracts,0.00063301,34.99196998,Commodity_Market,keep
121,9,traffic,0.027174104,36.16694542,Traffic,keep
122,9,bridge,0.02259909,46.84392401,Traffic,keep
123,9,highway,0.012059886,78.22723765,Traffic,keep
124,9,lanes,0.008781435,391.8841268,Traffic,keep
125,9,parking,0.007225559,34.19489905,Traffic,keep
126,9,toll,0.006743979,47.50911467,Traffic,keep
127,9,bridges,0.005447416,57.98792633,Traffic,keep
128,9,highways,0.003002469,81.06633261,Traffic,keep
129,9,congestion,0.002835768,168.5598275,Traffic,keep
130,9,beltway,0.002409755,44.76557254,Traffic,keep
131,9,motorists,0.002354188,145.1834423,Traffic,keep
133,9,pedestrians,0.001946696,90.21779673,Traffic,keep
134,9,tolls,0.001502161,74.0440869,Traffic,keep
135,9,roadway,0.001483638,148.4094367,Traffic,keep
136,9,rush-hour,0.001391027,73.08260051,Traffic,keep
138,9,expressway,0.000983536,72.87293667,Traffic,keep
139,9,potholes,0.000909446,55.42660689,Traffic,keep
142,9,intersections,0.000890924,51.56212993,Traffic,keep
143,9,traffic-congestion,0.000890924,66.11500089,Traffic,keep
144,9,roadways,0.000872402,59.50796945,Traffic,keep
146,9,ramps,0.000687178,35.62284313,Traffic,keep
147,9,interchange,0.000631611,33.02293448,Traffic,keep
148,9,transportation-authority,0.000576044,50.24971905,Traffic,keep
149,9,parking-spaces,0.000501955,33.86850843,Traffic,keep
150,10,diversity,0.009787978,110.8835186,Minority,keep
151,10,hispanic,0.009723382,121.4973648,Minority,keep
153,10,discrimination,0.006348217,87.11751539,Minority,keep
154,10,minorities,0.006202875,114.1060713,Minority,keep
155,10,ethnic,0.006009085,86.1920925,Minority,keep
156,10,affirmative-action,0.004862498,629.8442196,Minority,keep
157,10,latino,0.003699762,64.29762929,Minority,keep
158,10,hispanics,0.003263736,209.9581581,Minority,keep
159,10,latinos,0.001858763,411.2886611,Minority,keep
160,10,asians,0.001600377,92.38326075,Minority,keep
161,10,disparities,0.00155193,85.30715889,Minority,keep
162,10,ethnicity,0.00137429,64.31876658,Minority,keep
163,10,minority-groups,0.001293544,105.5248026,Minority,keep
164,10,civil-rights-act,0.000647579,82.74868158,Minority,keep
165,10,discriminated,0.000647579,30.37457019,Minority,keep
166,10,underrepresented,0.00063143,86.47852623,Minority,keep
182,13,storm,0.017318128,232.8266291,Disaster,keep
183,13,hurricane,0.012073557,689.017425,Disaster,keep
184,13,earthquake,0.004933578,165.730788,Disaster,keep
185,13,storms,0.004878372,282.9046364,Disaster,keep
186,13,winds,0.003995076,40.88688239,Disaster,keep
187,13,flooding,0.003811056,100.4292759,Disaster,keep
188,13,hurricanes,0.002780543,67.67413715,Disaster,keep
189,13,flooded,0.002228483,40.0937684,Disaster,keep
190,13,fema,0.002154875,508.9927834,Disaster,keep
191,13,emergency-management,0.002136473,122.1135412,Disaster,keep
194,13,rubble,0.001952453,87.95482212,Disaster,drop
195,13,debris,0.001915649,68.17647293,Disaster,keep
196,13,quake,0.001915649,452.4863258,Disaster,drop
197,13,evacuation,0.001602815,69.2051072,Disaster,keep
198,13,tornado,0.001547609,50.19571213,Disaster,keep
199,13,floods,0.001400393,62.55679626,Disaster,keep
200,13,gulf-coast,0.001326785,64.09034765,Disaster,drop
202,13,tropical-storm,0.001013951,224.3569255,Disaster,keep
203,13,tornadoes,0.000977147,283.4662581,Disaster,keep
205,13,earthquakes,0.000940343,51.71273401,Disaster,keep
206,13,rescuers,0.000921941,79.61575082,Disaster,keep
208,13,evacuees,0.000848333,200.3805919,Disaster,keep
211,13,forecasters,0.00073792,35.12698395,Disaster,drop
213,13,noaa,0.000682714,42.14572847,Disaster,keep
217,13,death-toll,0.00064591,35.3784599,Disaster,keep
219,13,ashore,0.000517096,30.72953904,Disaster,drop
221,14,judge,0.029818258,205.4251989,Judicial,keep
222,14,ruling,0.015349713,327.739088,Judicial,keep
223,14,appeals,0.007902813,96.80856804,Judicial,keep
224,14,judges,0.007586344,93.22904158,Judicial,keep
225,14,courts,0.007497337,51.1179202,Judicial,keep
226,14,appeals-court,0.00327446,221.9532604,Judicial,keep
227,14,federal-judge,0.002888764,83.00195217,Judicial,keep
228,14,upheld,0.002532737,133.4689515,Judicial,keep
229,14,circuit-court,0.001949248,51.02029478,Judicial,keep
230,14,appellate,0.001771235,160.3704294,Judicial,keep
231,14,district-judge,0.001761345,151.8807793,Judicial,keep
232,14,federal-appeals-court,0.001504214,163.9719767,Judicial,keep
233,14,rulings,0.001444877,70.60585643,Judicial,keep
234,14,unconstitutional,0.001336091,64.55060636,Judicial,keep
235,14,court-ruling,0.001237194,61.99858617,Judicial,keep
236,14,injunction,0.001108629,66.47777417,Judicial,keep
237,14,federal-courts,0.001059181,55.27234099,Judicial,keep
238,14,court-ruled,0.000960284,58.14660527,Judicial,keep
239,14,three-judge,0.000930615,219.8162124,Judicial,keep
240,14,supreme-court-ruled,0.000653705,30.93052352,Judicial,keep
241,14,judge-ruled,0.000416354,30.65931788,Judicial,keep
242,14,tribunal,0.000416354,42.278419,Judicial,drop
243,14,oral-arguments,0.000347126,71.80750412,Judicial,keep
244,16,abortion,0.032624535,2775.011121,Abortion,keep
245,16,abortions,0.0071469,1506.311473,Abortion,keep
246,16,pregnancy,0.006582819,285.2883847,Abortion,keep
247,16,abortion-rights,0.004890578,446.6567581,Abortion,keep
248,16,pregnant,0.00413847,96.81714414,Abortion,keep
249,16,reproductive,0.004119668,226.7447214,Abortion,keep
250,16,planned-parenthood,0.00357439,790.9055731,Abortion,keep
251,16,roe,0.00308552,173.3967616,Abortion,keep
252,16,clinics,0.003029112,55.63849841,Abortion,drop
253,16,antiabortion,0.00280348,662.1966982,Abortion,keep
255,16,embryos,0.002559045,742.3686316,Abortion,keep
256,16,roe-v-wade,0.002352216,520.4749458,Abortion,keep
257,16,fertility,0.002013767,113.2790782,Abortion,drop
258,16,pro-life,0.002013767,445.5864644,Abortion,keep
259,16,anti-abortion,0.001919754,424.7841084,Abortion,keep
262,16,bans,0.001600108,32.44324001,Abortion,keep
263,16,birth-control,0.001600108,69.96780729,Abortion,keep
264,16,fetus,0.001600108,339.3098976,Abortion,keep
265,16,pregnancies,0.001581306,134.837642,Abortion,keep
266,16,contraception,0.001524898,337.4142135,Abortion,keep
268,16,pro-choice,0.001280463,168.6608795,Abortion,keep
269,16,unborn,0.001205252,73.02363385,Abortion,keep
270,16,pregnant-women,0.001186449,39.69991792,Abortion,keep
271,16,embryonic,0.001148844,158.319429,Abortion,keep
272,16,fertilization,0.001148844,271.3629662,Abortion,drop
273,16,sperm,0.001148844,90.21266453,Abortion,drop
275,16,fetal,0.000998422,62.75140761,Abortion,keep
278,16,infertility,0.000904409,262.3654018,Abortion,drop
280,16,incest,0.00077279,84.81922537,Abortion,drop
281,16,prenatal,0.000735185,155.2324146,Abortion,drop
283,17,workers,0.05785466,50.07692895,Labor,keep
284,17,employees,0.041227154,43.22856742,Labor,keep
285,17,jobs,0.036500926,34.60682321,Labor,keep
286,17,employers,0.013261599,531.9114042,Labor,keep
287,17,employee,0.010335256,30.07848084,Labor,keep
288,17,hiring,0.00751911,34.65906808,Labor,keep
289,17,employer,0.005731469,72.00319813,Labor,keep
290,17,wages,0.004666232,60.48811884,Labor,keep
291,17,workplace,0.004347885,63.7215194,Labor,keep
292,17,layoffs,0.004164223,108.6366215,Labor,keep
293,17,minimum-wage,0.003674458,211.6189662,Labor,keep
294,17,workforce,0.003270403,49.20184616,Labor,keep
295,17,unemployed,0.002376582,64.1000331,Labor,keep
296,17,labor-department,0.002241897,44.22296844,Labor,keep
297,17,human-resources,0.001801109,30.05389128,Labor,keep
298,17,labor-force,0.000882801,67.97435817,Labor,keep
299,17,entry-level,0.000699139,41.01179383,Labor,drop
300,17,sick-leave,0.000699139,69.18298141,Labor,keep
301,17,interns,0.000637918,33.50317712,Labor,drop
302,17,furloughs,0.00061343,44.97308703,Labor,keep
303,17,low-wage,0.00055221,40.08438967,Labor,keep
304,17,laid-off,0.000490989,59.16504301,Labor,keep
372,20,festival,0.01112069,466.5367799,Festival,keep
373,20,parade,0.006567468,61.43950325,Festival,keep
374,20,guests,0.006456413,81.15314558,Festival,keep
375,20,fireworks,0.003180315,79.57920039,Festival,keep
376,20,gala,0.002777743,94.47465247,Festival,keep
377,20,organizers,0.00259728,34.66078168,Festival,keep
378,20,year-eve,0.001917073,36.84803244,Festival,drop
379,20,venues,0.001875428,34.12848628,Festival,keep
380,20,festivities,0.001209103,49.52007434,Festival,keep
381,20,ceremonies,0.001181339,30.80604129,Festival,keep
382,20,festivals,0.001070285,45.62681112,Festival,keep
383,20,black-tie,0.000653832,88.34701899,Festival,drop
385,20,fest,0.000612186,34.6336866,Festival,keep
387,21,magazine,0.027361184,60.06862725,Journalism,keep
388,21,newspaper,0.021582164,67.56722922,Journalism,keep
389,21,editor,0.019931015,58.81142381,Journalism,keep
390,21,reporter,0.010635048,52.50277359,Journalism,keep
391,21,newspapers,0.010585514,73.04135134,Journalism,keep
392,21,publisher,0.008472044,124.7944758,Journalism,keep
393,21,journalists,0.007563912,48.49608538,Journalism,keep
394,21,journalism,0.006903452,137.5694626,Journalism,keep
395,21,readers,0.006309039,150.7856928,Journalism,keep
396,21,editors,0.006242993,220.542821,Journalism,keep
397,21,magazines,0.005797183,115.7614437,Journalism,keep
398,21,articles,0.005301838,30.48256672,Journalism,keep
399,21,publications,0.004707425,105.8138161,Journalism,keep
400,21,publishing,0.004641379,91.85593353,Journalism,keep
401,21,editorial,0.003898362,40.222087,Journalism,keep
402,21,circulation,0.003782781,92.71373197,Journalism,keep
403,21,tribune,0.003601155,122.5635135,Journalism,keep
404,21,managing-editor,0.002412328,153.7497347,Journalism,keep
405,21,front-page,0.002346282,49.68710881,Journalism,keep
406,21,newsweek,0.00209861,71.04022817,Journalism,keep
407,21,herald,0.002032564,40.10734662,Journalism,keep
408,21,newsroom,0.001983029,132.7268373,Journalism,keep
409,21,news-organizations,0.001950007,68.62770235,Journalism,keep
410,21,daily-news,0.001883961,46.91728594,Journalism,keep
411,21,tabloid,0.0016528,71.96491945,Journalism,keep
412,21,journalistic,0.00143815,72.84416626,Journalism,keep
413,21,usa-today,0.001256524,36.10171381,Journalism,keep
414,21,vanity-fair,0.00120699,45.71393786,Journalism,drop
415,21,baquet,0.001107921,295.0535414,Journalism,drop
416,21,gannett,0.001107921,111.9619072,Journalism,keep
417,21,correspondents,0.001091409,60.72555134,Journalism,keep
419,21,sports-illustrated,0.000975829,42.54109894,Journalism,keep
423,21,newsday,0.000843737,37.83307504,Journalism,keep
424,21,chicago-tribune,0.000827225,37.32848027,Journalism,keep
425,21,pulitzer,0.000827225,39.16440985,Journalism,keep
426,21,editorial-page,0.000744668,42.79205741,Journalism,keep
428,21,pulitzer-prize,0.000678622,32.47918807,Journalism,keep
429,21,boston-globe,0.000662111,30.44619972,Journalism,keep
430,21,inquirer,0.000645599,41.35554132,Journalism,keep
431,21,politico,0.000612576,33.68936602,Journalism,drop
438,23,garden,0.01617953,31.87474903,Horticulture,keep
439,23,tree,0.011959191,30.90404876,Horticulture,keep
440,23,trees,0.011818513,48.23321363,Horticulture,keep
441,23,flowers,0.007144878,34.88152872,Horticulture,keep
442,23,flower,0.003612298,33.78748948,Horticulture,keep
443,23,planted,0.003018324,55.78058953,Horticulture,keep
444,23,leaf,0.00276823,34.68816492,Horticulture,keep
445,23,seeds,0.002486874,30.54257151,Horticulture,keep
446,23,varieties,0.002268042,58.85540278,Horticulture,keep
447,23,roses,0.002111733,54.34522772,Horticulture,keep
448,23,planting,0.002033578,43.67021701,Horticulture,keep
449,23,gardeners,0.001971055,414.3541948,Horticulture,keep
450,23,bulbs,0.001799115,61.41282088,Horticulture,keep
451,23,bees,0.001720961,93.80582556,Horticulture,keep
452,23,foliage,0.001720961,315.9914079,Horticulture,keep
453,23,gardening,0.001720961,68.42440783,Horticulture,keep
454,23,gardener,0.001580283,74.88980982,Horticulture,keep
455,23,weeds,0.001580283,79.26689154,Horticulture,drop
456,23,bulb,0.001142618,76.08189048,Horticulture,keep
457,23,insect,0.001126987,57.78590103,Horticulture,keep
458,23,weed,0.001064463,35.14851801,Horticulture,drop
459,23,blooms,0.001017571,87.43224502,Horticulture,keep
460,23,flowering,0.000908154,55.85886738,Horticulture,keep
461,23,blossoms,0.000861262,48.71460903,Horticulture,keep
462,23,pollen,0.00083,82.1992128,Horticulture,keep
463,23,shrubs,0.00083,75.31702238,Horticulture,keep
464,23,watering,0.000767477,36.73424396,Horticulture,keep
465,23,grasses,0.000720584,79.26241318,Horticulture,keep
467,23,seedlings,0.000673691,58.75264901,Horticulture,keep
468,23,botanic,0.000642429,71.71157321,Horticulture,keep
469,23,blooming,0.000533013,31.96048093,Horticulture,keep
470,23,compost,0.000533013,41.7551737,Horticulture,keep
471,23,botanical,0.000486121,43.94842497,Horticulture,keep
472,24,rules,0.030951968,31.96038222,Regulation,keep
473,24,regulations,0.012820923,54.033564,Regulation,keep
474,24,regulation,0.007796791,38.17819703,Regulation,keep
475,24,regulated,0.002121178,33.30881601,Regulation,keep
476,24,regulate,0.001867211,52.49712979,Regulation,keep
478,25,brokers,0.009714605,65.37278102,Financial,keep
479,25,trades,0.008668596,132.9425219,Financial,keep
480,25,traders,0.007556173,486.4791448,Financial,keep
481,25,morgan-stanley,0.00748976,85.67955567,Financial,keep
482,25,merrill,0.007406743,262.9640786,Financial,keep
483,25,nyse,0.007024867,1870.812397,Financial,keep
484,25,stock-exchange,0.006626387,126.2109312,Financial,keep
485,25,brokerage,0.006526767,47.45557606,Financial,keep
486,25,exchanges,0.00644375,63.4515267,Financial,keep
487,25,nasdaq,0.005613584,1325.958061,Financial,keep
489,25,merrill-lynch,0.004119285,51.12097689,Financial,keep
490,25,ipo,0.003521565,746.966131,Financial,keep
492,25,brokerage-firm,0.002957052,72.70978024,Financial,keep
493,25,trader,0.002923846,74.9605538,Financial,keep
494,25,investment-banking,0.002575176,42.90048429,Financial,keep
495,25,brokerage-firms,0.002442349,163.6498344,Financial,keep
496,25,schwab,0.002392539,125.3004731,Financial,keep
498,25,derivatives,0.002160093,96.89425409,Financial,keep
499,25,arbitrage,0.002077076,228.1688936,Financial,keep
501,25,volatility,0.001911043,88.91142499,Financial,keep
504,25,nasd,0.001661993,482.1373924,Financial,drop
508,25,merrill-lynch-co,0.00134653,30.53725964,Financial,keep
510,25,stock-index,0.001263513,366.5400156,Financial,keep
511,25,cboe,0.001114083,323.1909993,Financial,keep
512,25,securities-dealers,0.001114083,49.03415737,Financial,keep
513,25,trading-volume,0.001114083,106.8693847,Financial,keep
514,25,underwriting,0.001031066,33.91475397,Financial,keep
515,25,cme,0.00094805,113.9765253,Financial,keep
519,25,charles-schwab,0.000815223,46.76903953,Financial,keep
520,25,merc,0.000732207,219.2470687,Financial,drop
521,25,brokerages,0.000715603,57.88150225,Financial,keep
522,25,commodity-futures-trading,0.000665793,140.9390802,Financial,keep
524,25,initial-public-offerings,0.000615983,130.3913219,Financial,keep
575,29,nba,0.010618916,500.64962,NBA,keep
576,29,knicks,0.009063131,809.8799077,NBA,keep
578,29,nets,0.006006149,283.2214319,NBA,keep
580,29,bullets,0.004723309,133.8226861,NBA,drop
581,29,lakers,0.004382128,1267.688983,NBA,keep
582,29,warriors,0.003849886,65.26134946,NBA,keep
583,29,n.b.a,0.003822591,788.4287587,NBA,keep
584,29,bulls,0.002717165,38.34760352,NBA,keep
585,29,all-star,0.002539751,49.48812267,NBA,drop
586,29,celtics,0.002526104,558.9511892,NBA,keep
588,29,pistons,0.002280453,483.3871835,NBA,keep
589,29,clippers,0.002253159,532.2079867,NBA,keep
590,29,76ers,0.002157628,646.0658315,NBA,keep
591,29,golden-state,0.002157628,573.7188087,NBA,keep
593,29,spurs,0.001748211,75.0832631,NBA,keep
594,29,suns,0.001734564,461.9366934,NBA,keep
595,29,point-guard,0.001720917,365.3476457,NBA,keep
597,29,mavericks,0.001666328,101.337242,NBA,keep
598,29,bucks,0.001639033,33.44350191,NBA,keep
601,29,nuggets,0.001529855,76.7945912,NBA,keep
603,29,pacers,0.001366089,322.6772832,NBA,keep
604,29,wnba,0.001352441,289.5017417,NBA,keep
606,29,eastern-conference,0.001325147,384.4197254,NBA,keep
607,29,basketball-association,0.001297852,104.3479887,NBA,keep
610,29,los-angeles-lakers,0.001079497,323.2372376,NBA,keep
613,29,arenas,0.000983966,42.65555159,NBA,keep
614,29,michael-jordan,0.000956671,44.91584539,NBA,keep
616,29,boston-celtics,0.000820199,181.4855023,NBA,keep
621,29,averaged-points,0.000670079,148.2685218,NBA,drop
623,29,mvp,0.000670079,33.68079278,NBA,keep
625,30,deposit,0.00554271,87.35588135,Money_Markets,keep
626,30,certificates,0.004631647,100.887915,Money_Markets,keep
627,30,treasury-bills,0.003769831,793.6310009,Money_Markets,keep
628,30,libor,0.003695961,1072.183335,Money_Markets,keep
629,30,prime-rate,0.003252741,204.1453217,Money_Markets,keep
630,30,commercial-paper,0.003031131,628.2667042,Money_Markets,keep
631,30,delivery-within-days,0.002514041,781.8120961,Money_Markets,drop
632,30,posted-yields,0.002514041,781.8120961,Money_Markets,keep
633,30,telerate,0.002514041,781.8120961,Money_Markets,keep
634,30,commercial-banks,0.002366302,507.4684824,Money_Markets,keep
635,30,discount-rate,0.002292432,491.1573254,Money_Markets,keep
636,30,treas,0.002169315,459.5684693,Money_Markets,keep
638,30,negotiable,0.002046198,544.9289248,Money_Markets,drop
639,30,cds,0.001996952,106.8246721,Money_Markets,keep
640,30,commercial-paper-placed-directly,0.001947705,605.6937983,Money_Markets,keep
641,30,eurodollars,0.001824588,485.9113517,Money_Markets,keep
643,30,30-year-mortgage-commitments,0.001799965,559.7498945,Money_Markets,drop
644,30,repurchase,0.001799965,91.7551599,Money_Markets,keep
645,30,face-value,0.001775342,42.7969408,Money_Markets,drop
646,30,interbank-offered,0.001701472,509.4773448,Money_Markets,keep
647,30,london-interbank-offered,0.001701472,401.8965591,Money_Markets,keep
648,30,annualized,0.001676848,83.0574174,Money_Markets,drop
649,30,date-appearing,0.001602978,498.4913561,Money_Markets,drop
650,30,treasury-notes,0.001602978,331.9558697,Money_Markets,keep
651,30,acceptances,0.001578355,372.8157661,Money_Markets,drop
652,30,major-corporations,0.001553732,64.23511179,Money_Markets,drop
653,30,represent-actual-transactions,0.001455238,452.5474523,Money_Markets,drop
654,30,quotations,0.001381369,70.03974508,Money_Markets,drop
656,30,30-yr,0.001307499,391.5086398,Money_Markets,drop
657,30,high-grade-unsecured-notes,0.001307499,406.6035485,Money_Markets,drop
658,30,secondary-market,0.001307499,107.8258966,Money_Markets,keep
660,30,depository,0.001233629,78.44385748,Money_Markets,keep
662,30,vary-widely,0.001209005,46.20272618,Money_Markets,drop
663,30,lending-practices,0.001085889,240.2746656,Money_Markets,keep
664,30,resale,0.001012019,59.67216738,Money_Markets,drop
665,30,home-loan-mortgage-corp,0.000938149,221.5956426,Money_Markets,drop
666,30,c.d,0.000790409,55.35326315,Money_Markets,keep
667,30,labor-statistics,0.000691915,43.02545135,Money_Markets,drop
668,30,10-yr,0.000618045,130.1896109,Money_Markets,drop
751,33,episode,0.008263132,58.79657469,TV_Entertainment,keep
752,33,comedy,0.007606973,295.1234548,TV_Entertainment,keep
753,33,episodes,0.005027074,66.30220065,TV_Entertainment,keep
754,33,hbo,0.003938446,204.185868,TV_Entertainment,keep
755,33,comedian,0.003550716,108.6545719,TV_Entertainment,keep
756,33,premiere,0.00258139,88.37090861,TV_Entertainment,keep
757,33,pbs,0.002298048,105.4623569,TV_Entertainment,keep
758,33,stand-up,0.002044532,111.7128384,TV_Entertainment,keep
759,33,podcast,0.001716453,42.21695759,TV_Entertainment,keep
760,33,executive-producer,0.001507675,70.39125605,TV_Entertainment,keep
762,33,late-night,0.001388373,31.83228841,TV_Entertainment,keep
763,33,contestants,0.00137346,65.12793485,TV_Entertainment,drop
764,33,sitcom,0.001343635,78.08833442,TV_Entertainment,keep
765,33,showtime,0.00131381,46.43378531,TV_Entertainment,keep
767,33,reality-tv,0.00114977,63.13323204,TV_Entertainment,keep
768,33,comedians,0.001119944,63.52771473,TV_Entertainment,keep
769,33,bravo,0.001090119,45.48503436,TV_Entertainment,keep
774,33,emmy,0.000940992,119.8962031,TV_Entertainment,keep
775,33,contestant,0.000896254,106.2682867,TV_Entertainment,drop
776,33,premieres,0.000866428,55.02713059,TV_Entertainment,keep
782,33,tv-shows,0.000642738,35.08914139,TV_Entertainment,keep
785,33,weta,0.000583087,45.64347196,TV_Entertainment,drop
786,33,sopranos,0.000538349,30.26240995,TV_Entertainment,drop
787,33,satire,0.000463785,45.38800699,TV_Entertainment,keep
789,33,co-star,0.000359396,84.89128722,TV_Entertainment,keep
889,39,justice,0.037870253,68.03514259,SupremeCourt,keep
890,39,supreme-court,0.019248428,98.51286029,SupremeCourt,keep
891,39,roberts,0.008911873,64.09525145,SupremeCourt,keep
892,39,justices,0.008847771,1957.746939,SupremeCourt,keep
893,39,judicial,0.006892639,223.1443571,SupremeCourt,keep
894,39,nomination,0.005850971,74.78181213,SupremeCourt,drop
895,39,constitution,0.005434304,32.41335842,SupremeCourt,keep
896,39,confirmation,0.004360584,59.63414277,SupremeCourt,keep
897,39,nominee,0.003735583,54.36342509,SupremeCourt,drop
898,39,constitutional,0.003527249,69.03263152,SupremeCourt,keep
899,39,nominees,0.003094556,80.58108647,SupremeCourt,drop
901,39,scalia,0.00270994,811.4464255,SupremeCourt,keep
902,39,ginsburg,0.002677889,632.5314224,SupremeCourt,keep
904,39,clarence-thomas,0.001588144,101.9216895,SupremeCourt,keep
905,39,kavanaugh,0.001556092,344.3166596,SupremeCourt,keep
906,39,dissent,0.001475964,49.57989655,SupremeCourt,drop
908,39,judge-kavanaugh,0.001347759,419.1235401,SupremeCourt,keep
911,39,solicitor,0.001219553,67.22312614,SupremeCourt,drop
912,39,judiciary,0.001187502,33.1276879,SupremeCourt,keep
915,39,confirmation-hearings,0.001139425,55.88698037,SupremeCourt,drop
920,39,precedents,0.000883014,37.93213964,SupremeCourt,keep
922,39,jurisprudence,0.000802886,68.73874147,SupremeCourt,keep
923,39,senate-judiciary-committee,0.000802886,42.92445711,SupremeCourt,keep
924,39,vacancy,0.000802886,42.657525,SupremeCourt,drop
927,39,constitutional-right,0.000690706,61.71625526,SupremeCourt,keep
928,39,federalist,0.000642629,38.99659849,SupremeCourt,drop
929,39,disqualification,0.000402244,30.75355727,SupremeCourt,drop
930,39,federalism,0.000354167,30.78739237,SupremeCourt,drop
942,43,amendment,0.004891337,113.9586522,Constitution_Law,keep
943,43,statute,0.002375446,97.24383478,Constitution_Law,keep
944,43,first-amendment,0.001274112,48.54991579,Constitution_Law,keep
945,43,statutes,0.000779017,34.89384651,Constitution_Law,keep
946,43,constitutionality,0.000486001,46.50494132,Constitution_Law,keep
947,43,equal-protection,0.000445586,98.59474543,Constitution_Law,keep
965,46,israel,0.03930068,597.9057183,MiddleEastConflict,keep
966,46,israeli,0.018356842,993.4158137,MiddleEastConflict,keep
967,46,palestinian,0.010826474,2883.229202,MiddleEastConflict,keep
968,46,gaza,0.008065338,2339.72205,MiddleEastConflict,keep
969,46,hamas,0.00759469,2274.103442,MiddleEastConflict,keep
970,46,palestinians,0.00687303,1830.376342,MiddleEastConflict,keep
971,46,arab,0.006716147,316.3744365,MiddleEastConflict,keep
972,46,lebanon,0.006025864,160.9351962,MiddleEastConflict,keep
973,46,hostages,0.00461392,243.821362,MiddleEastConflict,drop
